"Site.name","SiteNum","U_depth","L_depth","mid_point","BD_final","OC_final","CD_calc"
"GJB04 1","M0961",0.105,0.145,0.125,0.4,13.32,0.053
"GJB04 1","M0961",0.145,0.185,0.165,0.35,15.6,0.054
"GJB04 1","M0961",0.185,0.225,0.205,0.35,15.24,0.054
"GJB04 1","M0961",0.225,0.265,0.245,0.42,12.6,0.052
"GJB04 1","M0961",0.265,0.305,0.285,0.44,11.64,0.051
"GJB04 1","M0961",0.305,0.345,0.325,0.41,12.84,0.053
"GJB04 1","M0961",0.345,0.385,0.365,0.36,15.12,0.054
"GJB04 1","M0961",0.385,0.425,0.405,0.43,12,0.052
"GJB04 1","M0961",0.425,0.465,0.445,0.41,12.84,0.053
"GJB04 1","M0961",0.465,0.505,0.485,0.44,11.64,0.051
"GJB04 1","M0961",0.505,0.545,0.525,0.47,10.68,0.05
"GJB04 1","M0961",0.545,0.585,0.565,0.45,11.4,0.051
"GJB04 1","M0961",0.585,0.625,0.605,0.5,9.72,0.048
"GJB04 1","M0961",0.625,0.665,0.645,0.5,9.72,0.048
"GJB04 1","M0961",0.665,0.705,0.685,0.45,11.4,0.051
"GJB04 1","M0961",0.705,0.745,0.725,0.51,9.24,0.048
"GJB04 3","M0962",0,0.025,0.013,0.69,4.8,0.033
"GJB04 3","M0962",0.025,0.065,0.045,0.68,5.04,0.034
"GJB04 3","M0962",0.065,0.105,0.085,0.67,5.4,0.036
"GJB04 3","M0962",0.105,0.145,0.125,0.68,5.16,0.035
"GJB04 3","M0962",0.145,0.185,0.165,0.68,5.04,0.034
"GJB04 3","M0962",0.185,0.225,0.205,0.68,5.16,0.035
"GJB04 3","M0962",0.225,0.265,0.245,0.69,4.92,0.034
"GJB04 3","M0962",0.265,0.305,0.285,0.68,5.04,0.034
"GJB04 3","M0962",0.305,0.345,0.325,0.67,5.28,0.035
"GJB04 3","M0962",0.345,0.385,0.365,0.59,7.08,0.042
"GJB04 3","M0962",0.385,0.425,0.405,0.68,5.16,0.035
"GJB04 3","M0962",0.425,0.465,0.445,0.67,5.28,0.035
"GJB04 3","M0962",0.465,0.505,0.485,0.67,5.4,0.036
"GJB04 3","M0962",0.505,0.545,0.525,0.67,5.4,0.036
"GJB04 3","M0962",0.545,0.585,0.565,0.64,5.88,0.038
"GJB04 3","M0962",0.585,0.625,0.605,0.51,9.48,0.048
"GJB04 3","M0962",0.625,0.665,0.645,0.65,5.64,0.037
"GJB04 3","M0962",0.665,0.705,0.685,0.73,4.2,0.031
"GJB04 3","M0962",0.705,0.745,0.725,0.69,4.8,0.033
"GJB04 4","M0963",0,0.025,0.013,0.83,2.76,0.023
"GJB04 4","M0963",0.025,0.065,0.045,0.75,3.84,0.029
"GJB04 4","M0963",0.065,0.105,0.085,0.72,4.32,0.031
"GJB04 4","M0963",0.105,0.145,0.125,0.73,4.08,0.03
"GJB04 4","M0963",0.145,0.185,0.165,0.72,4.32,0.031
"GJB04 4","M0963",0.185,0.225,0.205,0.68,5.04,0.034
"GJB04 4","M0963",0.225,0.265,0.245,0.69,4.92,0.034
"GJB04 4","M0963",0.265,0.305,0.285,0.71,4.56,0.032
"GJB04 4","M0963",0.305,0.345,0.325,0.68,5.04,0.034
"GJB04 4","M0963",0.345,0.385,0.365,0.65,5.64,0.037
"GJB04 4","M0963",0.385,0.425,0.405,0.66,5.52,0.036
"GJB04 4","M0963",0.425,0.465,0.445,0.68,5.16,0.035
"GJB04 4","M0963",0.465,0.505,0.485,0.62,6.48,0.04
"GJB04 4","M0963",0.505,0.545,0.525,0.71,4.56,0.032
"GJB04 4","M0963",0.545,0.585,0.565,0.57,7.8,0.044
"GJB04 4","M0963",0.585,0.625,0.605,0.7,4.68,0.033
"GJB04 4","M0963",0.625,0.665,0.645,0.69,4.8,0.033
"GJB04 4","M0963",0.665,0.705,0.685,0.71,4.56,0.032
"GJB04 5","M0964",0,0.025,0.013,0.64,5.88,0.038
"GJB04 5","M0964",0.025,0.065,0.045,0.63,6.12,0.039
"GJB04 5","M0964",0.065,0.105,0.085,0.6,6.96,0.042
"GJB04 5","M0964",0.105,0.145,0.125,0.6,6.84,0.041
"GJB04 5","M0964",0.145,0.185,0.165,0.61,6.6,0.04
"GJB04 5","M0964",0.185,0.225,0.205,0.59,7.08,0.042
"GJB04 5","M0964",0.225,0.265,0.245,0.63,6.24,0.039
"GJB04 5","M0964",0.265,0.305,0.285,0.62,6.48,0.04
"GJB04 5","M0964",0.305,0.345,0.325,0.63,6.12,0.039
"GJB04 5","M0964",0.345,0.385,0.365,0.64,6,0.038
"GJB04 5","M0964",0.385,0.425,0.405,0.57,7.68,0.044
"GJB04 5","M0964",0.425,0.465,0.445,0.61,6.6,0.04
"GJB04 5","M0964",0.465,0.505,0.485,0.6,6.96,0.042
"GJB04 5","M0964",0.505,0.545,0.525,0.61,6.6,0.04
"GJB04 5","M0964",0.545,0.585,0.565,0.62,6.48,0.04
"GJB04 5","M0964",0.585,0.625,0.605,0.65,5.76,0.037
"GJB04 5","M0964",0.625,0.665,0.645,0.63,6.24,0.039
"WYK02 Watz-wei","M0965",0,0.05,0.025,1.18,0.8,0.009
"WYK02 Chu-wei","M0966",0,0.05,0.025,1.26,0.6,0.008
"ESY16 Port Aransas","M0967",0,0.05,0.025,0.19,16.1,0.026
"ESY16 Port Aransas","M0967",0.05,0.15,0.1,0.25,15.35,0.031
"ESY16 Port Aransas","M0967",0.15,0.3,0.225,0.29,13.8,0.03
"ESY16 Port Fourchon","M0968",0,0.05,0.025,0.43,5.95,0.02
"ESY16 Port Fourchon","M0968",0.05,0.15,0.1,0.54,6.75,0.029
"ESY16 Port Fourchon","M0968",0.15,0.3,0.225,0.57,5.85,0.024
"ESY16 Cedar Key","M0969",0,0.05,0.025,0.64,3.65,0.021
"ESY16 Cedar Key","M0969",0.05,0.15,0.1,0.93,1.8,0.013
"ESY16 Cedar Key","M0969",0.15,0.3,0.225,1.2,0.95,0.007
"JAK13 Thuwal","M0970",0,0.1,0.05,1.15,1.8,0.021
"JAK13 Farazan","M0971",0,0.1,0.05,0.5,7.9,0.04
"JCC97 Black mangroves","M0972",0,0.007,0.004,0.1,33.43,0.035
"JCC97 Black mangroves","M0972",0.007,0.028,0.018,0.12,36.57,0.045
"JCC97 Black mangroves","M0972",0.028,0.048,0.038,0.17,35.51,0.061
"JCC97 Black mangroves","M0972",0.068,0.087,0.078,0.15,30.39,0.046
"JCC97 Black mangroves","M0972",0.108,0.128,0.118,0.14,31.12,0.044
"JCC97 Black mangroves","M0972",0.147,0.167,0.157,0.2,34.17,0.068
"JCC97 Black mangroves","M0972",0.187,0.208,0.198,0.18,29.81,0.053
"JCC97 Black mangroves","M0972",0.229,0.247,0.238,0.19,32.11,0.059
"JCC97 Black mangroves","M0972",0.268,0.285,0.277,0.22,30.69,0.066
"GLC03CL Rookery Bay 1","M0973",0,0.01,0.005,1.62,0,0.024
"GLC03CL Rookery Bay 2","M0974",0,0.01,0.005,1.62,0,0.033
"GLC03C Kosrae 1","M0975",0,0.01,0.005,1.62,0,0.023
"GLC03C Kosrae 2","M0976",0,0.01,0.005,1.62,0,0.04
"GLC03C Kosrae 3","M0977",0,0.01,0.005,1.62,0,0.031
"Jones_16_AAB1","M0978",0,0.15,0.075,0.57,4.01,0.023
"Jones_16_AAB1","M0978",0.15,0.3,0.225,0.57,3.29,0.019
"Jones_16_AAB1","M0978",0.3,0.5,0.4,0.62,3.88,0.024
"Jones_16_AAB1","M0978",0.5,1,0.75,0.83,3.68,0.03
"Jones_16_AAB1","M0978",1,1.5,1.25,0.6,2.62,0.016
"Jones_16_AAB2","M0979",0,0.15,0.075,0.98,2.08,0.021
"Jones_16_AAB2","M0979",0.15,0.3,0.225,0.95,3.82,0.036
"Jones_16_AAB2","M0979",0.3,0.5,0.4,1.13,0.95,0.011
"Jones_16_AAB2","M0979",0.5,1,0.75,0.72,2.84,0.021
"Jones_16_AAB2","M0979",1,1.5,1.25,0.96,1.07,0.01
"Jones_16_AAB3","M0980",0,0.15,0.075,0.5,6.71,0.034
"Jones_16_AAB3","M0980",0.15,0.3,0.225,0.47,10.23,0.048
"Jones_16_AAB3","M0980",0.3,0.5,0.4,0.49,10.12,0.049
"Jones_16_AAB3","M0980",0.5,1,0.75,0.7,4.87,0.034
"Jones_16_AAB3","M0980",1,1.5,1.25,1.05,1.26,0.013
"Jones_16_AAB4","M0981",0,0.15,0.075,0.68,2.79,0.019
"Jones_16_AAB4","M0981",0.15,0.3,0.225,0.5,6.87,0.034
"Jones_16_AAB4","M0981",0.3,0.5,0.4,0.58,4.94,0.029
"Jones_16_AAB4","M0981",0.5,1,0.75,0.64,6.31,0.041
"Jones_16_AAB5","M0982",0,0.15,0.075,0.69,4.8,0.033
"Jones_16_AAB5","M0982",0.15,0.3,0.225,0.42,6.34,0.026
"Jones_16_AAB5","M0982",0.3,0.5,0.4,0.39,6.73,0.026
"Jones_16_AAB5","M0982",0.5,1,0.75,0.47,7.01,0.033
"Jones_16_AAB6","M0983",0,0.15,0.075,0.47,6.39,0.03
"Jones_16_AAB6","M0983",0.15,0.3,0.225,0.65,5.78,0.037
"Jones_16_AAB6","M0983",0.3,0.5,0.4,0.51,5.14,0.026
"Jones_16_AAB6","M0983",0.5,1,0.75,0.62,4.61,0.028
"Jones_16_AAB6","M0983",1,1.5,1.25,0.55,5.21,0.029
"Jones_16_AAB7","M0984",0,0.15,0.075,0.77,3,0.023
"Jones_16_AAB7","M0984",0.15,0.3,0.225,0.82,2.82,0.023
"Jones_16_AAB7","M0984",0.3,0.5,0.4,0.64,2.68,0.017
"Jones_16_AAB7","M0984",0.5,1,0.75,0.71,2.69,0.019
"Jones_16_AAB7","M0984",1,1.5,1.25,0.7,3.37,0.024
"Jones_16_AAB8","M0985",0,0.15,0.075,0.41,5.79,0.024
"Jones_16_AAB8","M0985",0.15,0.3,0.225,0.71,4.5,0.032
"Jones_16_AAB8","M0985",0.3,0.5,0.4,0.73,4.2,0.031
"Jones_16_AAB9","M0986",0,0.15,0.075,0.67,5.8,0.039
"Jones_16_AAB9","M0986",0.15,0.3,0.225,0.59,4.05,0.024
"Jones_16_AAB9","M0986",0.3,0.5,0.4,0.62,4.07,0.025
"Jones_16_AAB9","M0986",0.5,1,0.75,0.58,4.67,0.027
"Jones_16_AAB9","M0986",1,1.5,1.25,0.61,4.48,0.028
"Jones_16_AAB10","M0987",0,0.15,0.075,0.56,7.64,0.043
"Jones_16_AAB10","M0987",0.15,0.3,0.225,0.78,3.36,0.026
"Jones_16_AAB10","M0987",0.3,0.5,0.4,0.46,6.11,0.028
"Jones_16_AAB10","M0987",0.5,1,0.75,0.39,6.22,0.024
"Jones_16_AAB11","M0988",0,0.15,0.075,0.54,5.47,0.029
"Jones_16_AAB11","M0988",0.15,0.3,0.225,0.51,3.82,0.019
"Jones_16_AAB11","M0988",0.3,0.5,0.4,0.65,2.59,0.017
"Jones_16_AAB11","M0988",0.5,1,0.75,0.62,4.55,0.028
"Jones_16_AAB11","M0988",1,1.5,1.25,0.54,3.87,0.021
"Jones_16_AAB12","M0989",0,0.15,0.075,0.18,25.01,0.044
"Jones_16_AAB12","M0989",0.15,0.3,0.225,0.74,3.9,0.029
"Jones_16_AAB12","M0989",0.3,0.5,0.4,0.61,4.31,0.026
"Jones_16_AAB12","M0989",0.5,1,0.75,0.52,4.17,0.022
"Jones_16_AAB13","M0990",0,0.15,0.075,0.32,9.31,0.03
"Jones_16_AAB13","M0990",0.15,0.3,0.225,0.5,7.39,0.037
"Jones_16_AAB13","M0990",0.3,0.5,0.4,0.64,4.34,0.028
"Jones_16_AAB13","M0990",0.5,1,0.75,0.53,6.81,0.036
"Jones_16_AAB13","M0990",1,1.5,1.25,0.59,5.34,0.031
"Jones_16_AAB14","M0991",0,0.15,0.075,0.67,3.17,0.021
"Jones_16_AAB14","M0991",0.15,0.3,0.225,0.59,4.7,0.028
"Jones_16_AAB14","M0991",0.3,0.5,0.4,0.69,3.82,0.026
"Jones_16_AAB14","M0991",0.5,1,0.75,0.79,4.41,0.035
"Jones_16_AAB14","M0991",1,1.5,1.25,0.56,5.39,0.03
"Jones_16_AAB15","M0992",0,0.15,0.075,1.3,1.13,0.015
"Jones_16_AAB15","M0992",0.15,0.3,0.225,0.84,1.74,0.015
"Jones_16_AAB15","M0992",0.3,0.5,0.4,1.12,1.76,0.02
"Jones_16_AAB15","M0992",0.5,1,0.75,0.94,2.25,0.021
"Jones_16_AAB15","M0992",1,1.5,1.25,1.05,2.14,0.022
"Jones_16_AAB16","M0993",0,0.15,0.075,0.59,9.3,0.055
"Jones_16_AAB16","M0993",0.15,0.3,0.225,0.57,7.57,0.043
"Jones_16_AAB16","M0993",0.3,0.5,0.4,0.55,5.08,0.028
"Jones_16_AAB16","M0993",0.5,1,0.75,0.93,1.27,0.012
"Jones_16_AAB16","M0993",1,1.5,1.25,0.98,1.8,0.018
"Jones_16_AAB17","M0994",0,0.15,0.075,0.3,9.6,0.029
"Jones_16_AAB17","M0994",0.15,0.3,0.225,0.63,6.09,0.039
"Jones_16_AAB17","M0994",0.3,0.5,0.4,0.72,4.31,0.031
"Jones_16_AAB17","M0994",0.5,1,0.75,0.78,3.33,0.026
"Jones_16_AAB18","M0995",0,0.15,0.075,0.65,5.81,0.038
"Jones_16_AAB18","M0995",0.15,0.3,0.225,0.46,4.6,0.021
"Jones_16_AAB18","M0995",0.3,0.5,0.4,0.67,5.3,0.036
"Jones_16_AAB18","M0995",0.5,1,0.75,0.55,4.26,0.023
"Jones_16_AAB18","M0995",1,1.5,1.25,0.54,3.64,0.02
"Jones_16_AAB19","M0996",0,0.15,0.075,0.47,6.56,0.031
"Jones_16_AAB19","M0996",0.15,0.3,0.225,0.54,5.75,0.031
"Jones_16_AAB19","M0996",0.3,0.5,0.4,0.5,6.07,0.03
"Jones_16_AAB19","M0996",0.5,1,0.75,0.75,3.84,0.029
"Jones_16_AAB20","M0997",0,0.15,0.075,0.38,7.34,0.028
"Jones_16_AAB20","M0997",0.15,0.3,0.225,0.5,10.82,0.054
"Jones_16_AAB20","M0997",0.3,0.5,0.4,0.46,6.38,0.029
"Jones_16_AAB20","M0997",0.5,1,0.75,0.53,3.5,0.019
"Jones_16_AAB21","M0998",0,0.15,0.075,0.68,3.87,0.026
"Jones_16_AAB21","M0998",0.3,0.5,0.4,0.77,3.4,0.026
"Jones_16_AAB22","M0999",0,0.15,0.075,0.62,4.67,0.029
"Jones_16_AAB22","M0999",0.15,0.3,0.225,0.56,4.11,0.023
"Jones_16_AAB22","M0999",0.3,0.5,0.4,0.57,3.95,0.022
"Jones_16_AAB23","M1000",0,0.15,0.075,0.93,4.15,0.038
"Jones_16_AAB23","M1000",0.15,0.3,0.225,0.9,2.98,0.027
"Jones_16_AAB23","M1000",0.3,0.5,0.4,0.84,2.29,0.019
"Jones_16_AAB23","M1000",0.5,1,0.75,0.83,2.67,0.022
"Jones_16_AAB23","M1000",1,1.5,1.25,0.87,3.39,0.03
"Jones_16_AAB24","M1001",0,0.15,0.075,0.94,2.61,0.025
"Jones_16_AAB24","M1001",0.15,0.3,0.225,0.97,3.12,0.03
"Jones_16_AAB24","M1001",0.3,0.5,0.4,0.78,3.39,0.026
"Jones_16_AAB24","M1001",0.5,1,0.75,0.66,5.65,0.037
"Jones_16_AAB24","M1001",1,1.5,1.25,0.81,4.34,0.035
"Jones_16_AAB25","M1002",0,0.15,0.075,0.6,4.32,0.026
"Jones_16_AAB25","M1002",0.3,0.5,0.4,0.66,4.03,0.027
"Jones_16_AAB25","M1002",0.5,1,0.75,0.75,5.43,0.041
"Jones_16_AAB25","M1002",1,1.5,1.25,0.78,4.76,0.037
"Jones_16_AAB27","M1003",0,0.15,0.075,0.9,2.89,0.026
"Jones_16_AAB27","M1003",0.15,0.3,0.225,0.72,4.4,0.031
"Jones_16_AAB27","M1003",0.3,0.5,0.4,0.85,3.26,0.028
"Jones_16_AAB27","M1003",0.5,1,0.75,0.78,3.19,0.025
"Jones_16_AAB27","M1003",1,1.5,1.25,1.01,3.42,0.035
"Jones_16_AAB28","M1004",0,0.15,0.075,1.07,1.17,0.013
"Jones_16_AAB28","M1004",0.15,0.3,0.225,0.9,2.33,0.021
"Jones_16_AAB28","M1004",0.3,0.5,0.4,0.95,1.75,0.017
"Jones_16_AAB28","M1004",0.5,1,0.75,0.99,3.43,0.034
"Jones_16_AAB29","M1005",0,0.15,0.075,0.99,1.5,0.015
"Jones_16_AAB29","M1005",0.15,0.3,0.225,0.83,2.69,0.022
"Jones_16_AAB29","M1005",0.3,0.5,0.4,0.86,2.45,0.021
"Jones_16_AAB29","M1005",0.5,1,0.75,0.96,3.63,0.035
"Jones_16_AAB29","M1005",1,1.5,1.25,0.69,4.96,0.034
"Jones_16_AAB30","M1006",0,0.15,0.075,1.05,1.27,0.013
"Jones_16_AAB30","M1006",0.15,0.3,0.225,0.9,2.1,0.019
"Jones_16_AAB30","M1006",0.3,0.5,0.4,0.88,2.22,0.02
"Jones_16_AAB30","M1006",0.5,1,0.75,0.87,2.3,0.02
"Jones_16_AAB30","M1006",1,1.5,1.25,0.99,1.53,0.015
"Jones_16_AAB31","M1007",0,0.15,0.075,0.96,3.55,0.034
"Jones_16_AAB31","M1007",0.15,0.3,0.225,0.56,10.13,0.057
"Jones_16_AAB31","M1007",0.3,0.5,0.4,0.7,6.13,0.043
"Jones_16_AAB31","M1007",0.5,1,0.75,0.67,5.28,0.035
"Jones_16_AAB31","M1007",1,1.5,1.25,0.74,4,0.03
"Jones_16_AAB32","M1008",0,0.15,0.075,0.92,4.06,0.037
"Jones_16_AAB32","M1008",0.15,0.3,0.225,0.79,3.81,0.03
"Jones_16_AAB32","M1008",0.3,0.5,0.4,0.87,2.59,0.023
"Jones_16_AAB32","M1008",0.5,1,0.75,0.72,5.67,0.041
"Jones_16_AAB32","M1008",1,1.5,1.25,0.69,6.38,0.044
"Jones_16_AAB33","M1009",0,0.15,0.075,1.24,0.95,0.012
"Jones_16_AAB33","M1009",0.15,0.3,0.225,1,1.46,0.015
"Jones_16_AAB33","M1009",0.3,0.5,0.4,0.92,2.97,0.027
"Jones_16_AAB34","M1010",0,0.15,0.075,1.27,0.27,0.003
"Jones_16_AAB34","M1010",0.15,0.3,0.225,1.37,0.38,0.005
"Jones_16_AAB34","M1010",0.3,0.5,0.4,1.25,0.63,0.008
"Jones_16_AAB34","M1010",0.5,1,0.75,1.21,1.62,0.02
"Jones_16_AAB34","M1010",1,1.5,1.25,1.15,1.12,0.013
"Jones_16_AAB35","M1011",0,0.15,0.075,0.7,7.56,0.053
"Jones_16_AAB35","M1011",0.15,0.3,0.225,0.66,6.46,0.042
"Jones_16_AAB35","M1011",0.3,0.5,0.4,0.82,3.24,0.027
"Jones_16_AAB35","M1011",0.5,1,0.75,0.63,6.48,0.041
"Jones_16_AAB36","M1012",0,0.15,0.075,1.12,1.31,0.015
"Jones_16_AAB36","M1012",0.15,0.3,0.225,0.82,2.88,0.023
"Jones_16_AAB36","M1012",0.3,0.5,0.4,1,1.36,0.014
"Jones_16_AAB36","M1012",0.5,1,0.75,0.98,2.68,0.026
"Jones_16_AAB36","M1012",1,1.5,1.25,0.86,2.39,0.021
"Jones_16_AAB37","M1013",0,0.15,0.075,1.04,0.92,0.01
"Jones_16_AAB37","M1013",0.15,0.3,0.225,0.9,3.78,0.034
"Jones_16_AAB37","M1013",0.3,0.5,0.4,0.73,2.56,0.019
"Jones_16_AAB38","M1014",0,0.15,0.075,1.07,2.29,0.025
"Jones_16_AAB38","M1014",0.15,0.3,0.225,1.02,2.1,0.021
"Jones_16_AAB38","M1014",0.3,0.5,0.4,1.01,3,0.03
"Jones_16_AAB38","M1014",0.5,1,0.75,0.78,4.42,0.034
"Jones_16_AAB38","M1014",1,1.5,1.25,0.81,5.64,0.046
"Jones_16_AAB39","M1015",0,0.15,0.075,1.3,1.05,0.014
"Jones_16_AAB39","M1015",0.15,0.3,0.225,1.12,1.01,0.011
"Jones_16_AAB39","M1015",0.3,0.5,0.4,1.31,1.03,0.013
"Jones_16_AAB39","M1015",0.5,1,0.75,0.76,3.58,0.027
"Jones_16_AAB39","M1015",1,1.5,1.25,0.56,7.88,0.044
"Jones_16_AAB40","M1016",0,0.15,0.075,1.03,1.33,0.014
"Jones_16_AAB40","M1016",0.15,0.3,0.225,1.16,1.55,0.018
"Jones_16_AAB40","M1016",0.3,0.5,0.4,1.15,1.39,0.016
"Jones_16_AAB40","M1016",0.5,1,0.75,0.83,2.76,0.023
"Jones_16_AAB40","M1016",1,1.5,1.25,0.96,2.49,0.024
"Jones_16_AAB41-42","M1017",0,0.15,0.075,0.92,1.97,0.018
"Jones_16_AAB41-42","M1017",0.15,0.3,0.225,0.9,2.07,0.019
"Jones_16_AAB41-42","M1017",0.3,0.5,0.4,1.08,2.16,0.023
"Jones_16_AAB41-42","M1017",0.5,1,0.75,0.98,3.2,0.031
"Jones_16_AAB41-42","M1017",1,1.5,1.25,0.99,3.39,0.034
"Jones_16_AAB43","M1018",0,0.15,0.075,0.95,1.73,0.016
"Jones_16_AAB43","M1018",0.15,0.3,0.225,0.91,2.01,0.018
"Jones_16_AAB43","M1018",0.3,0.5,0.4,0.99,2.27,0.022
"Jones_16_AAB43","M1018",0.5,1,0.75,1.04,2.42,0.025
"Jones_16_AAB43","M1018",1,1.5,1.25,0.84,2.58,0.022
"Jones_16_AAB44","M1019",0,0.15,0.075,1.3,1.02,0.013
"Jones_16_AAB44","M1019",0.15,0.3,0.225,1.19,0.78,0.009
"Jones_16_AAB44","M1019",0.3,0.5,0.4,0.88,2.26,0.02
"Jones_16_AAB44","M1019",0.5,1,0.75,0.9,2.09,0.019
"Jones_16_AAB44","M1019",1,1.5,1.25,1.06,2.19,0.023
"Jones_16_AAB45","M1020",0,0.15,0.075,0.96,3.83,0.037
"Jones_16_AAB45","M1020",0.15,0.3,0.225,0.81,3.02,0.025
"Jones_16_AAB45","M1020",0.3,0.5,0.4,0.82,4.55,0.037
"Jones_16_AAB45","M1020",0.5,1,0.75,0.85,6.33,0.054
"Jones_16_AAB45","M1020",1,1.5,1.25,0.77,3.49,0.027
"Jones_16_AAB46","M1021",0,0.15,0.075,1.49,0.63,0.009
"Jones_16_AAB46","M1021",0.15,0.3,0.225,1.42,0.72,0.01
"Jones_16_AAB46","M1021",0.3,0.5,0.4,1.39,0.62,0.009
"Jones_16_AAB46","M1021",0.5,1,0.75,1.07,1.71,0.018
"Jones_16_AAB46","M1021",1,1.5,1.25,1.33,1.01,0.013
"Jones_16_AAB47","M1022",0,0.15,0.075,1.39,0.51,0.007
"Jones_16_AAB47","M1022",0.15,0.3,0.225,1.19,0.4,0.005
"Jones_16_AAB47","M1022",0.3,0.5,0.4,1.49,0.56,0.008
"Jones_16_AAB47","M1022",0.5,1,0.75,1.12,0.82,0.009
"Jones_16_AAB47","M1022",1,1.5,1.25,0.98,3.15,0.031
"Jones_16_AAB48","M1023",0,0.15,0.075,1.37,0.49,0.007
"Jones_16_AAB48","M1023",0.15,0.3,0.225,1.25,0.7,0.009
"Jones_16_AAB48","M1023",0.3,0.5,0.4,1.27,0.69,0.009
"Jones_16_AAB48","M1023",0.5,1,0.75,1.04,0.95,0.01
"Jones_16_AAB48","M1023",1,1.5,1.25,1.3,1.17,0.015
"Jones_16_AAB49","M1024",0,0.15,0.075,1.31,0.71,0.009
"Jones_16_AAB49","M1024",0.15,0.3,0.225,1.25,0.4,0.005
"Jones_16_AAB49","M1024",0.3,0.5,0.4,1.24,0.77,0.01
"Jones_16_AAB49","M1024",0.5,1,0.75,1.16,0.83,0.01
"Jones_16_AAB49","M1024",1,1.5,1.25,1.11,1.87,0.021
"BV_Unpubl_MHJ1","M1025",0,0.15,0.075,0.94,2.84,0.027
"BV_Unpubl_MHJ1","M1025",0.15,0.3,0.225,0.85,2.62,0.022
"BV_Unpubl_MHJ1","M1025",0.3,0.5,0.4,0.82,2.84,0.023
"BV_Unpubl_MHJ1","M1025",0.5,1,0.75,0.78,2.67,0.021
"BV_Unpubl_MHJ1","M1025",1,1.5,1.25,0.72,2.37,0.017
"BV_Unpubl_MHJ2","M1026",0,0.15,0.075,0.88,1.18,0.01
"BV_Unpubl_MHJ2","M1026",0.15,0.3,0.225,0.87,1.2,0.01
"BV_Unpubl_MHJ2","M1026",0.3,0.5,0.4,1.13,0.97,0.011
"BV_Unpubl_MHJ2","M1026",0.5,1,0.75,1.03,1.33,0.014
"BV_Unpubl_MHJ2","M1026",1,1.5,1.25,1.1,1.07,0.012
"BV_Unpubl_MHJ3","M1027",0,0.15,0.075,0.88,2.17,0.019
"BV_Unpubl_MHJ3","M1027",0.15,0.3,0.225,0.82,1.97,0.016
"BV_Unpubl_MHJ3","M1027",0.3,0.5,0.4,0.87,2.06,0.018
"BV_Unpubl_MHJ3","M1027",0.5,1,0.75,0.74,1.8,0.013
"BV_Unpubl_MHJ4","M1028",0,0.15,0.075,0.87,2.29,0.02
"BV_Unpubl_MHJ4","M1028",0.15,0.3,0.225,0.93,2.65,0.025
"BV_Unpubl_MHJ4","M1028",0.3,0.5,0.4,0.77,1.87,0.014
"BV_Unpubl_MHJ4","M1028",0.5,1,0.75,0.71,1.81,0.013
"BV_Unpubl_MHJ4","M1028",1,1.5,1.25,0.79,2.76,0.022
"BV_Unpubl_MHJ5","M1029",0,0.15,0.075,1.11,1.04,0.012
"BV_Unpubl_MHJ5","M1029",0.15,0.3,0.225,1.14,0.93,0.011
"BV_Unpubl_MHJ5","M1029",0.3,0.5,0.4,1.17,0.84,0.01
"BV_Unpubl_MHJ5","M1029",0.5,1,0.75,1.2,0.76,0.009
"BV_Unpubl_MHJ5","M1029",1,1.5,1.25,0.91,0.89,0.008
"BV_Unpubl_MHJ6","M1030",0,0.15,0.075,1.08,2.54,0.027
"BV_Unpubl_MHJ6","M1030",0.15,0.3,0.225,0.94,1.95,0.018
"BV_Unpubl_MHJ6","M1030",0.3,0.5,0.4,0.74,2.56,0.019
"BV_Unpubl_MHJ6","M1030",0.5,1,0.75,0.73,2.17,0.016
"BV_Unpubl_MHJ6","M1030",1,1.5,1.25,0.51,4.65,0.024
"BV_Unpubl_MHJ7","M1031",0,0.15,0.075,1,1.04,0.01
"BV_Unpubl_MHJ7","M1031",0.15,0.3,0.225,0.93,1.25,0.012
"BV_Unpubl_MHJ7","M1031",0.3,0.5,0.4,1.05,1.25,0.013
"BV_Unpubl_MHJ7","M1031",0.5,1,0.75,1.04,1.27,0.013
"BV_Unpubl_MHJ7","M1031",1,1.5,1.25,0.98,1.56,0.015
"BV_Unpubl_MHJ8","M1032",0,0.15,0.075,1.04,1.58,0.016
"BV_Unpubl_MHJ8","M1032",0.15,0.3,0.225,0.96,0.98,0.009
"BV_Unpubl_MHJ8","M1032",0.3,0.5,0.4,0.94,1,0.009
"BV_Unpubl_MHJ8","M1032",0.5,1,0.75,1.13,0.96,0.011
"BV_Unpubl_MHJ9","M1033",0,0.15,0.075,0.98,2.03,0.02
"BV_Unpubl_MHJ9","M1033",0.15,0.3,0.225,0.91,1.5,0.014
"BV_Unpubl_MHJ9","M1033",0.3,0.5,0.4,0.85,1.8,0.015
"BV_Unpubl_MHJ9","M1033",0.5,1,0.75,0.81,2.04,0.017
"BV_Unpubl_MHJ9","M1033",1,1.5,1.25,0.78,2.01,0.016
"BV_Unpubl_MHJ10","M1034",0,0.15,0.075,1.01,2.03,0.021
"BV_Unpubl_MHJ10","M1034",0.15,0.3,0.225,1.02,2.07,0.021
"BV_Unpubl_MHJ10","M1034",0.3,0.5,0.4,1,2.2,0.022
"BV_Unpubl_MHJ10","M1034",0.5,1,0.75,0.98,2.26,0.022
